,Names,Total_shipped,Total_sales
25,Haneru no Tobira Wii: Girigirissu,,0.02m
26,Wild West Shootout,,0.02m
27,Canada Hunt,,0.02m
28,Myth Makers: Super Kart GP,,0.02m
29,Summer Challenge: Athletics Tournament,,0.02m
30,Soul Eater: Monotone Princess,,0.02m
31,Ferrari: The Race Experience,,0.02m
32,Pippa Funnell: Ranch Rescue,,0.02m
33,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,,0.02m
34,Turbo: Super Stunt Squad,,0.02m
35,Pirates PlundArrr,,0.02m
36,Marvel Superheroes 3D: Grandmaster's Challenge,,0.02m
37,Valhalla Knights: Eldar Saga,0.02m,
38,Gummy Bears Magical Medallion,,0.02m
39,GTI Club: Supermini Festa!,,0.02m
40,Monster Trux Offroad,,0.02m
41,Dance! It's Your Stage,,0.02m
42,Truck Racer,,0.02m
43,I Love Horses: Rider's Paradise,,0.02m
44,Penguins of Madagascar,,0.02m
45,Super PickUps,,0.01m
46,Major Dream: Major Wii Nagero! Gyroball!!,,0.01m
47,Brave: The Video Game,,0.01m
48,PDC World Championship Darts 2009,,0.01m
49,Turbo Trainz,,0.01m
0,SoulCalibur Legends (JP sales),,0.01m
1,Captain Morgane and the Golden Turtle,,0.01m
2,Satisfashion,,0.01m
3,Groovin' Blocks,,0.01m
4,Family Jockey,,0.01m
5,Sengoku Basara 2 Heroes,,0.01m
6,Doraemon Wii: Himitsu Douguou Ketteisen!,,0.01m
7,Transformers: Prime,,0.01m
8,Happy Dance Collection,,0.01m
9,Fullmetal Alchemist: Prince of the Dawn,,0.01m
10,Let's Sing 2019,,0.01m
11,Monster High: New Ghoul in School,,0.01m
12,Aladdin Magic Racer,,0.01m
13,th!nk Logic Trainer,,0.01m
14,The Ultimate Battle of the Sexes,,0.01m
15,The Cages: Pro Style Batting Practice,,0.01m
16,Katekyoo Hitman Reborn! Kindan no Yami no Delta,,0.01m
17,Captain Rainbow,,0.01m
18,Case Closed: One Truth Prevails,,0.01m
19,Bomberman,,0.01m
20,Help Wanted: 50 Wacky Jobs (jp sales),,0.01m
21,Mahou Sensei Negima!? Neo-Pactio Fight!!,,0.01m
22,Yattaman Wii: BikkuriDokkiri Machine de Mou Race da Koron,,0.01m
23,Mini Desktop Racing,,0.01m
24,Pirate Blast,,0.01m
25,Offshore Tycoon,,0.01m
26,Fit & Fun,,0.01m
27,Takt of Magic,,0.01m
28,Anime Slot Revolution: Pachi-Slot Mobile Suit Gundam II - Ai Senshi Hen,,0.01m
29,Smiley World: Island Challenge,,0.01m
30,Bob the Builder: Festival of Fun,,0.01m
31,Rebel Raiders: Operation Nighthawk,,0.01m
32,Just Dance: Disney Party 2,,0.01m
33,Chegger's Party Quiz,,0.01m
34,Challenge Me: Word Puzzles,,0.01m
35,Action Girlz Racing,,0.01m
36,Anpanman Niko Niko Party,,0.01m
37,Winning Post World 2010,,0.01m
38,Jissen Pachi-Slot Pachinko Hisshouhou! Wii Hokuto no Ken Sammy's Collection,,0.01m
39,Kidz Sports International Soccer,,0.01m
40,Maximum Racing: Super Karts,,0.01m
41,Rig Racer 2,,0.01m
42,Survivor,,0.01m
43,Bermuda Triangle: Saving the Coral,,0.01m
44,Nodame Cantabile: Dream * Orchestra,,0.01m
45,Kidz Sports: Basketball,,0.01m
46,Deal or No Deal: The Banker is Back!,,0.01m
47,Maximum Racing: Super Truck Racer,,0.01m
48,Maximum Racing: Sprint Cars,,0.01m
49,FlatOut,,0.01m
0,Pro Golfer Saru,,0.01m
1,Gegege no Kitarou: Youkai Daiundoukai,,0.01m
2,Hyper Fighters,,0.01m
3,Once Upon A Time,,0.01m
4,Radirgy Noa Wii,,0.01m
5,Maximum Racing: Rally Racer,,0.01m
6,Kidz Sports: Ice Hockey,,0.01m
7,Simple 2000 Series Wii Vol. 2: The Party Game,,0.01m
8,Harukanaru Toki no Naka de 4,,0.01m
9,Fantastic Football Fan Party,,0.01m
10,WSC Real 09: World Championship Snooker,,0.00m
11,Ougon no Kizuna,,0.00m
12,Mahjong Kakutou Club Wii: Wi-Fi Taiou,,0.00m
13,Top Trumps: Doctor Who,,0.00m
14,We Sing 80s,,0.00m
15,Major Dream: Major Wii Perfect Closer,,0.00m
16,The Garfield Show: Threat of the Space Lasagna,,0.00m
17,Winning Post 7 Maximum 2008,,0.00m
18,Rhythm Heaven Fever Read the review,,0.00m
19,Madden NFL 09 All-Play (weekly US sales),,0.00m
20,Super Sonic Racer,,0.00m
21,G1 Jockey Wii 2008,,0.00m
22,Wii Chess,,0.00m
23,Horrible Histories: Ruthless Romans,,0.00m
24,Wii de Asobu: Metroid Prime 2: Dark Echoes,,0.00m
25,Golden Balls,,0.00m
26,Telly Addicts,,0.00m
27,London Taxi: Rushour,,0.00m
28,Relaxuma: Minna de Goyururi Seikatsu,,0.00m
29,Jungle Kartz,,0.00m
30,Offroad Extreme! Special Edition,,0.00m
31,Musiic Party: Rock the House,,0.00m
32,DT Carnage,,0.00m
33,Kylie Sing and Dance,,0.00m
34,Imagine: Champion Rider,,0.00m
35,Dokapon Kingdom (JP sales),,0.00m
36,Doctor Fizzwizzle's Animal Rescue,,0.00m
37,Jinsei Game Wii EX,,0.00m
38,Clever Kids: Creepy Crawlies,,0.00m
39,Disney Princess: My Fairytale Adventure,,0.00m
40,We Dare: Flirty Fun For All,,0.00m
41,Winning Post World,,0.00m
42,WSC REAL 08: World Snooker Championship,,0.00m
43,Ben 10 Omniverse 2,,0.00m
44,Doala de Wii,,0.00m
45,The Hip Hop Dance Experience,,0.00m
46,Dance Party: Club Hits,,0.00m
47,Knockout Party,,0.00m
48,Samantha Swift and the Secret Scroll,,0.00m
49,My Spanish Coach,,0.00m
0,Marine Life Rescue,,0.00m
1,Real Madrid: The Game,,0.00m
2,Castle of Shikigami III (JP sales),,0.00m
3,Nihon Yakyuu Kikou Shounin: Batting Revolution,,0.00m
4,Classic British Motor Racing,,0.00m
5,Alan Hansen's Sports Challenge,,0.00m
6,Asterix at the Olympic Games,,0.00m
7,My French Coach,,0.00m
8,Kotoba no Puzzle: Mojipittan Wii Deluxe,,0.00m
9,International Athletics,,0.00m
10,California Sports,,0.00m
11,Fix it: Home improvement challenge,,0.00m
12,Mind. Body. Soul.: Nutrition Matters,,0.00m
13,Major Minor's Majestic March (jp sales),,0.00m
14,Battle of the Bands,,0.00m
15,Andrew Lloyd Webber Musicals: Sing and Dance,,0.00m
16,Family Quiz,,0.00m
17,Reader Rabbit Preschool,,0.00m
18,Get Up Games: Family Sports,,0.00m
19,Ready Steady Cook: The Game,,0.00m
20,King of Pool,,0.00m
21,Circus Wii,,0.00m
22,Gold's Gym: Dance Workout (JP sales),,0.00m
23,Battle of the Bands,,0.00m
24,Rise of the Guardians: The Video Game,,0.00m
25,Aqua Panic!,,0.00m
26,Runaway: The Dream of the Turtle,,0.00m
27,The Voice,,0.00m
28,Victorious: Taking the Lead,,0.00m
29,Margot's Bepuzzled!,,0.00m
30,Samurai Warriors 3: Xtreme Legends,,0.00m
31,Ninja Captains,,0.00m
32,We Sing Down Under,,0.00m
33,Enclave: Shadows of Twilight,,0.00m
34,The Crown of Midas,,0.00m
35,My Baby and Me,,0.00m
36,2 Fast 4 Gnomz,,
37,2-for-1 Power Pack: Winter Blast/Summer Sports 2,,
38,250 Mannin no KanKen: Wii de Tokoton Kanji Nou,,
39,A New Beginning,,
40,AAA: El Videojuego,,
41,AFL,,
42,Agent Hugo: Hula Holiday,,
43,Agent Hugo: Lemoon Twist,,
44,Airport Madness,,
45,Akko de Pon! Ikasama Hourouki,,
46,Alex The Fox,,
47,Alien Blobs,,
48,All Round Hunter,,
49,American Mensa Academy,,
0,And-Kensaku,,
1,Aquatic Tales,,
2,Arcade Shooter: Ilvelo,,
3,Armin van Buuren: In the Mix,,
4,Arthur and the Revenge of Maltazard,,
5,Bachindaa,,
6,Barbie Dreamhouse Party,,
7,Bass Pro Shops: The Strike - Tournament Edition,,
8,Battle Rage: Reflex,,
9,Beat the Intro,,
10,Ben 10 Omniverse,,
11,Big Beach Sports 2-Pack,,
12,Big Time Rush: Dance Party,,
13,Biohazard Chronicles Value Pack,,
14,Bird Reflex,,
15,Blitz: The League,,
16,Blood Beach,,
17,Boys vs. Girls,,
18,Brain Drain,,
19,Buttobi Hero Crashman,,
20,Cabela's Big Game Hunter 2006: Trophy Season,,
21,Cabela's Monster Bass,,
22,Call For Heroes: Pompolic Wars,,
23,Calvin Tucker's Farm Animal Racing,,
24,Calvin Tucker's Redneck: Farm Animals Racing Tournament,,
25,Calvin Tucker's Redneck: Farm Animals Racing Tournament,,
26,Carmen Sandiego Adventures in Math: The Case of the Crumbling Cathedral,,
27,Carmen Sandiego Adventures in Math: The Island of Diamonds,,
28,Cars Toon: Mater’s Tall Tales,,
29,Cat Fight,,
30,Caveman Rock,,
31,Chaos à la Maison,,
32,Check vs. Mate,,
33,Chess Crusade,,
34,Chuck E. Cheese's Super Collection,,
35,Clever Kids: Farmyard Fun,,
36,Clever Kids: Pet Store,,
37,Clever Kids: Pirates,,
38,Cocoto Festival,,
39,Cocoto Surprise,,
40,Code Geass: Hangyaku no Lelouch,,
41,Cosmic Walker,,
42,Crazy Climber Wii,,
43,Crazy Garage,,
44,Cyberbike,,
45,Dance Dance Revolution: Music Fit,,
46,Dance Dance Revolution: Winx Club,,
47,Dance Juniors,,
48,Darts Wii Deluxe,,
49,Deal or No Deal: Special Edition,,
0,Deer Drive Legends,,
1,Diabolik: The Original Sin,,
2,Dino Strike,,
3,Disney Violetta: Rhythm & Music,,
4,Doctor Who,,
5,Donguri Adventure,,
6,Dragonology,,
7,Drop Zone: Under Fire,,
8,Dubbers Adventure,,
9,Earache: Extreme Metal Racing,,
10,El Chavo,,
11,Family Challenge Wii,,
12,Family Trainer: Double Challenge,,
13,Final Fantasy IV,,
14,Finkles Adventure,,
15,Fit Music,,
16,FreeCell!,,
17,Freecell+,,
18,Fullmetal Alchemist: Daughter of the Dusk,,
19,Game Show 2-Pack,,
20,Garfield Gets Real,,
21,Germany's Next Topmodel,,
22,Germany's Next Topmodel 2010,,
23,Ginsei Table Games Wii,,
24,Glacier 3: The Meltdown,,
25,Go West: A Lucky Luke Adventure,,
26,Gremlins Gizmo,,
27,HardGrip,,
28,Harley Pasternak's Hollywood Trainer,,
29,Heavenly Guardian,,
30,Hula Wii: Hula de Hajimeru - Bi to Kenkou!,,
31,Hula Wii: Motto Jouzu no Fura o Odorou!!,,
32,Hunter Dan's Fishing,,
33,I-Sing,,
34,Ikenie no Yoru,,
35,Imabikisou: Kaimei Hen,,
36,Impossible Mission,,
37,Isometric & Karate Exercise: Wii de Kotsuban Fitness,,
38,Issho ni Asobu! Dream Theme Park,,
39,Jakers! Let's Explore,,
40,Jawa: Mammoth to Himitsu no Ishi,,
41,Jigsaw Puzzle: Kyou no Wanko,,
42,Jinsei Game: Happy Family,,
43,JumpStart: Crazy Karts,,
44,Junior League Sports,,
45,Junior Work Zone,,
46,Karaoke Joysound Wii: Duet Kyokuhen,,
47,Karaoke Joysound Wii: Enka Kayoukyouku Hen,,
48,Kid Ninja,,
49,Kidz Sports: American Football,,
0,Kitty Luv,,
1,Kyiv Chase,,
2,Lawn Games,,
3,Let's Sing 2016,,
4,Love is...in Bloom: The Flower Shop Garden,,
5,Lucha Libre AAA: Heroes del Ring,,
6,M&M's Adventure,,
7,Madagascar 3: The Video Game,,
8,Mahjong Taikai Wii,,
9,Manic Marble 2,,
10,Matchman,,
11,Miburi & Teburi,,
12,Milestone Shooting Collection 2,,
13,Minna no Rhythm Tengoku,,
14,Monster High 13 Wishes,,
15,Monster Hunter,,
16,Mr. T,,
17,My Body Coach 2,,
18,My Personal Golf Trainer with IMG Academies and David Leadbetter,,
19,Need for Speed: Shift 2: Unleashed,,
20,Newton Vs The Horde,,
21,Nickelodeon Dance 2,,
22,No More Heroes / Red Steel,,
23,Nobunaga no Yabou: Kakushin with Power-Up Kit,,
24,One Piece Unlimited Cruise: Double Pack,,
25,Oops! Prank Party,,
26,Osouji Sentai Clean Keeper,,
27,Outdoors Unlimited,,
28,Oyako de Asobo: Miffy no Omocha Bako,,
29,Pandora's Tower - Until I Return to Your Side,,
30,Pandors's Tower: Until I Return to Your Side,,
31,Party Crashers,,
32,Party Game Box 100,,
33,PDC World Championship Darts 2010,,
34,Phineas and Ferb: Quest for Cool Stuff,,
35,Pipe Mania,,
36,Pirates of the Caribbean: Armada of the Damned,,
37,Pirates: Adventures of the Black Corsair,,
38,Play the World,,
39,Power Math,,
40,Project H.A.M.M.E.R.,,
41,Puppy Luv,,
42,Pure Football,,
43,Puyo Puyo! 15th Anniversary,,
44,Puyo Puyo!! 20th Anniversary,,
45,PyroBlazer,,
46,Ram Racing,,
47,Red Steel 3,,
48,Rock Band: Pearl Jam,,
49,Rock of the Dead,,
0,Rodea the Sky Soldier,,
1,Saber Rider and the Star Sheriffs,,
2,Sadness,,
3,Safar'Wii,,
4,Sakura Taisen VI: Stronger than Love,,
5,Sam & Max Save The World,,
6,San Goku Shi 11 with Power-Up Kit,,
7,Save the Furries,,
8,Shanghai,,
9,Shikakui Atama wo Marukusuru Wii,,
10,Simple 2000 Series Wii Vol. 1: The Table Game,,
11,Simple Wii Series Vol. 1: The Minna de Kart Race,,
12,Simple Wii Series Vol. 2: The Minna de Bass Tsuri Taikai,,
13,Simple Wii Series Vol. 3: Ason de Wakaru - The Party Casino,,
14,Simple Wii Series Vol. 4: The DokoDemo Asoberu - The Shooting Action,,
15,Simple Wii Series Vol. 5: The Block Kuzushi,,
16,Simple Wii Series Vol. 6: The Wai Wai Combat,,
17,SkyScraper,,
18,Smart Series: Jaja's Adventure,,
19,Sniper: Ghost Warrior 3,,
20,So Blonde,,
21,SolForge,,
22,Sonic The Hedgehog 4 Episode I Read the review,,
23,Space Station Tycoon,,
24,Spellbound Party,,
25,SpongeBob SquarePants: Plankton's Robotic Revenge,,
26,Sports Fest,,
27,Springdale Riding Adventures,,
28,Stonekeep: Bones of the Ancestors,,
29,Strictly Come Dancing,,
30,Sukeban Shachou Rena Wii,,
31,Summer Camp Showdown,,
32,Table Football,,
33,Tales to Enjoy!,,
34,Tamagotchi no Furifuri Kagekidan,,
35,Télé 7 Jeux: Mots Croisés,,
36,Télé 7 Jeux: Mots Fléchés,,
37,Tele-Shibai Wii,,
38,The Circle: Martial Arts Fighter,,
39,The Crime Files,,
40,The Grinder,,
41,The King of Fighters '97,,
42,The Magic Roundabout,,
43,The Sims 3: Showtime,,
44,The Smurfs,,
45,The Well at the World’s End,,
46,The World of Golden Eggs: Nori Nori Rhythm Kei,,
47,TimeO,,
48,Tokyo Friend Pack II Ketteiban: Minna de Chousen! Taikan Attraction,,
49,Tom Clancy's HAWX,,
0,Top Shot: Dinosaur Hunter,,
1,Toshinden,,
2,TrackMania Turbo: Build to Race,,
3,Transformers: Revenge of the Fallen -- Autobots,,
4,Twinkle Queen,,
5,Uncharted Waters: New Horizons,,
6,Urban Extreme: Street Rage,,
7,Veggy World,,
8,Vektor Tank,,
9,Warning: Code de la Route,,
10,Wi-Fi Taiou: Gensen Table Game Wii,,
11,WiiWAA,,
12,Wildlife Hunter,,
13,Wizardology,,
14,WWE Brawl,,
15,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen Wii Kanji O Ketteisen,,
16,Zany Golf,,
17,Zoo Vet: Endangered Animals,,
18,Zooloretto,,
19,Angry Birds Trilogy,,
20,Just Dance 2020,,
21,Let's Sing 2018,,
22,NASCAR The Game: Inside Line,,
23,Retro City Rampage DX+,,
24,Shakedown: Hawaii,,
25,TEST GAME 2,,
