,Names,Total_shipped,Total_sales
43,Disney Stitch Jam,,0.24m
44,Imagine: Teacher Class Trip,,0.24m
45,Paws & Claws: Pet Resort,,0.24m
46,Cradle of Rome,,0.24m
47,The Incredible Hulk,,0.24m
48,Luminous Arc,,0.24m
49,Juiced 2: Hot Import Nights,,0.24m
0,Avalon Code Read the review,,0.24m
1,Amazing Adventures: The Forgotten Ruins,,0.24m
2,Shrek's Carnival Craze Party Games,,0.24m
3,Loving Life with Hello Kitty & Friends,,0.24m
4,Scrabble (Others sales),,0.24m
5,Disney's A Christmas Carol,,0.24m
6,Imagine: Zookeeper,,0.24m
7,Are You Smarter than a 5th Grader? Game Time,,0.24m
8,Naruto: Path of the Ninja 2,,0.23m
9,Harry Potter and the Goblet of Fire,,0.23m
10,Love Plus +,,0.23m
11,Sands of Destruction,,0.23m
12,Hotel for Dogs,,0.23m
13,Jewels of the Tropical Lost Island,,0.23m
14,Meteos,,0.23m
15,Sherlock Holmes and the Mystery of Osborne House,,0.23m
16,Shaun White Snowboarding,,0.23m
17,Ultimate Band,,0.23m
18,What's Cooking? Jamie Oliver,,0.23m
19,Valkyrie Profile: Covenant of the Plume,0.23m,
20,Saka-Tsuku DS: Touch and Direct,,0.23m
21,Lunar Knights,,0.23m
22,Hot Wheels: Beat That!,,0.23m
23,Naruto: Ninja Council 2 - European Edition,,0.23m
24,New Carnival Games,,0.23m
25,I Love Horses,,0.23m
26,Tony Hawk's Proving Ground,,0.23m
27,Need for Speed: Undercover,,0.23m
28,Digimon World DS (JP sales),,0.23m
29,Kung Fu Panda 2,,0.22m
30,Last Window: The Secret of Cape West,,0.22m
31,Petz Monkeyz House,,0.22m
32,Cloudy With a Chance of Meatballs,,0.22m
33,Discovery Kids: Dolphin Discovery,,0.22m
34,Star Wars: The Force Unleashed II,,0.22m
35,Petz Rescue: Endangered Paradise,,0.22m
36,Age of Empires: The Age of Kings,,0.22m
37,Luminous Arc 2,,0.22m
38,Tony Hawk's Downhill Jam,,0.22m
39,Naruto Shippuuden: Ninja Council 4,,0.22m
40,Dragon Ball: Origins (JP & incomplete US sales),,0.22m
41,Touch the Dead,,0.22m
42,Marvel Super Hero Squad: The Infinity Gauntlet,,0.22m
43,Ragnarok DS,,0.22m
44,Tamagotchi no KiraKira Omisecchi,,0.22m
45,Yu-Gi-Oh! GX: Spirit Caller (American Sales),,0.22m
46,Imagine: Detective,,0.22m
47,Hasbro Family Game Night,,0.22m
48,KORG DS-10 Synthesizer,,0.22m
49,DS Nishimura Kyotaro Suspense Shin Tantei Series: Kyoto Atami Zekkai no Kotou - Satsui no Wana,,0.22m
0,Hidden Mysteries: Buckingham Palace,,0.22m
1,Yoshi Touch & Go (JP sales),,0.22m
2,Pass the Pigs,,0.22m
3,Harry Potter and the Deathly Hallows - Part 2,,0.22m
4,Jewel Quest: Expeditions,,0.22m
5,Dorabase DS: Dramatic Stadium,,0.21m
6,Phantasy Star 0,0.21m,
7,Nintendo Presents: Crossword Collection,,0.21m
8,The Magic School Bus: Oceans,,0.21m
9,Madden NFL 07,,0.21m
10,Where's Waldo? The Fantastic Journey,,0.21m
11,Tony Hawk's American Sk8land,,0.21m
12,Imagine: Boutique Owner,,0.21m
13,The Chronicles of Narnia: Prince Caspian,,0.21m
14,Age of Empires: Mythologies Read the review,,0.21m
15,Yu-Gi-Oh! 5D's World Championship 2011: Over the Nexus,,0.21m
16,Disney's Planes,,0.21m
17,Blue Dragon Plus,,0.21m
18,Super Robot Taisen K,,0.21m
19,Tony Hawk's Motion,,0.21m
20,Wacky Races: Crash & Dash,,0.21m
21,Heisei Kyouiku linkai DS,,0.21m
22,Discovery Kids: Pony Paradise,,0.21m
23,Wedding Dash,,0.21m
24,Sloane to MacHale no Nazo no Monogatari,,0.20m
25,The Amazing Spider-Man (2012),,0.20m
26,Need for Speed Carbon: Own the City,,0.20m
27,Deal or No Deal: The Banker is Back!,,0.20m
28,Dragon Ball Z: Harukanaru Densetsu,,0.20m
29,Wizards of Waverly Place: Spellbound,,0.20m
30,Infinite Space,,0.20m
31,"Ni Hao, Kai-lan: New Year's Celebration",,0.20m
32,Digimon World DS,0.20m,
33,Treasure World,,0.20m
34,Marvel: Ultimate Alliance 2,,0.20m
35,Press Your Luck 2010 Edition,,0.20m
36,The Cheetah Girls: Passport to Stardom,,0.20m
37,My Secret World by Imagine,,0.20m
38,CSI: Unsolved!,,0.20m
39,Bleach: The 3rd Phantom,,0.20m
40,Solatorobo: Red the Hunter,,0.20m
41,Mahjongg Mysteries: Ancient Egypt,,0.20m
42,X-Men Origins: Wolverine,,0.20m
43,Chronicles of Mystery: Curse of the Ancient Temple,,0.20m
44,DS Kageyama Method: Dennou Hanpuku - Masu x Masu Hyaku Masu Keisan,,0.20m
45,The Naked Brothers Band: The Video Game,,0.20m
46,Iron Chef America: Supreme Cuisine,,0.19m
47,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,,0.19m
48,Petz Pony: Beauty Pageant,,0.19m
49,Power Pro Kun Pocket 12,,0.19m
0,Dream Salon,,0.19m
1,Scene It? Twilight,,0.19m
2,101-in-1 Explosive Megamix,,0.19m
3,The Smurfs 2,,0.19m
4,Spore Hero Arena,,0.19m
5,Space Invaders Extreme 2,,0.19m
6,Barbie Fashion Show: An Eye for Style,,0.19m
7,Tokimeki Memorial Girl's Side 3rd Story,,0.19m
8,I SPY castle,,0.19m
9,Naruto: Ninja Destiny,,0.19m
10,Spider-Man: Shattered Dimensions,,0.19m
11,Tomb Raider: Underworld,,0.19m
12,Mystery Tales of Time Travel,,0.19m
13,Dragon Ball Z: Attack of the Saiyans Read the review,0.19m,
14,Puyo Puyo 7,0.19m,
15,Tottadoo! Yoiko no Mujintou Seikatsu,,0.19m
16,Pro Yakyuu Team o Tsukurou!,,0.19m
17,Magical ZhuZhu Princess: Carriages & Castles,,0.19m
18,Farmtopia,,0.19m
19,Sudoku Gridmaster (JP sales),,0.19m
20,Daigasso! Band Brothers,,0.19m
21,Momotarou Dentetsu World,,0.19m
22,Nostalgia Read the review,,0.19m
23,Chibi-Robo! Park Patrol,,0.19m
24,Face Training,,0.19m
25,Penguin no Mondai X: Tenkuu no 7 Senshi,,0.19m
26,Camping Mama: Outdoor Adventures,,0.19m
27,Hidden Mysteries: Vampire Secrets,,0.19m
28,The Bee Game,,0.19m
29,Happy Cooking,,0.19m
30,Imagine: Babyz Fashion,,0.19m
31,Active Health with Carol Vorderman,,0.18m
32,Chaotic: Shadow Warriors,,0.18m
33,Mahjong: Journey Quest for Tikal,,0.18m
34,Jewel Master: Cradle of Athena,,0.18m
35,Disgaea DS,,0.18m
36,Dinosaur King,0.18m,
37,Nep League DS,,0.18m
38,Jeopardy!,,0.18m
39,The Last Airbender,,0.18m
40,Might & Magic: Clash of Heroes,,0.18m
41,Shrek SuperSlam,,0.18m
42,Six Flags Fun Park,,0.18m
43,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",,0.18m
44,Squeeballs Party,,0.18m
45,Ringling Bros. and Barnum & Bailey: Circus Friends,,0.18m
46,Burnout Legends,,0.18m
47,Escape the Museum,,0.18m
48,Hello Kitty: Birthday Adventures,,0.18m
49,Chuck E. Cheese's Party Games,,0.18m
0,WWE SmackDown vs. Raw 2009,,0.18m
1,SimCity Creator (JP sales),,0.18m
2,Nancy Drew: The Hidden Staircase,,0.18m
3,Fancy Nancy: Tea Party Time!,,0.18m
4,Pictionary,,0.17m
5,Petz: Horseshoe Ranch,,0.17m
6,Jewel Match,,0.17m
7,Winning Eleven: Pro Evolution Soccer 2007,,0.17m
8,Skate it Read the review,,0.17m
9,SaGa 2: Hihou Densetsu - Goddess of Destiny,,0.17m
10,Super Robot Taisen L,,0.17m
11,Professional Fisherman's Tour: Northern Hemisphere,,0.17m
12,Backyard Sports Football: Rookie Rush,,0.17m
13,Horrid Henry: Missions of Mischief,,0.17m
14,Lost in Blue 3,,0.17m
15,Tamagotchi no Narikiri Challenge,,0.17m
16,Broken Sword: Shadows of the Templars - The Director's Cut,,0.17m
17,Final Fantasy Fables: Chocobo Tales,0.17m,
18,My French Coach,,0.17m
19,Camp Rock: The Final Jam,,0.17m
20,Nodame Cantabile,0.17m,
21,Magical Starsign (US sales),,0.17m
22,ZhuZhu Puppies,,0.17m
23,Sudoku Gridmaster,,0.17m
24,Densetsu no Stafi 4,,0.17m
25,TRON: Evolution,,0.17m
26,Dementium: The Ward,,0.17m
27,Learning to Spell,,0.17m
28,Pac-Man World 3,,0.17m
29,Disney Friends,,0.17m
30,Zoo Keeper,,0.17m
31,Aliens: Infestation Read the review,,0.17m
32,TOEIC Test Training DS,,0.17m
33,TransFormers Animated: The Game,,0.17m
34,Easy Piano,,0.17m
35,Pen 1 Grand Prix: Penguin no Mondai Special,,0.16m
36,Puzzle Quest: Galactrix,,0.16m
37,Disney's American Dragon Jake Long: Attack of the Dark Dragon,,0.16m
38,San Goku Shi Taisen DS,,0.16m
39,Rio,,0.16m
40,True Swing Golf,,0.16m
41,DS Rakubiki Jiten,,0.16m
42,Our House,,0.16m
43,Tak: Mojo Mistake,,0.16m
44,Eragon,,0.16m
45,Tales of Innocence,0.16m,
46,Finding Nemo: Escape to the Big Blue,,0.16m
47,Around The World in 80 Days,,0.16m
48,Minna no DS Seminar: Kanpeki Kanji Ryoku,,0.16m
49,Solitaire Overload Plus,,0.16m
0,Take A Break's: Puzzle Master,,0.16m
1,Spyro: Shadow Legacy,,0.16m
2,Ener-G: Dance Squad,,0.16m
3,Rudolph the Red-Nosed Reindeer,,0.16m
4,Custom Robo Arena,,0.16m
5,Burger Island,,0.16m
6,Imagine: Ice Champions,,0.16m
7,Ener-G Horse Riders,,0.16m
8,Dragon Ball: Origins 2,,0.16m
9,Left Brain Right Brain: Use Both Hands Train Both Sides,,0.16m
10,Just Sing!,,0.16m
11,Time Hollow Read the review,,0.16m
12,Bomberman Land Touch! 2,,0.16m
13,My Baby 3 & Friends,,0.16m
14,Monster House,,0.16m
15,Imagine: Music Fest,,0.16m
16,Bleach: Dark Souls,,0.16m
17,Rondo of Swords (US sales),,0.16m
18,Lufia: Curse of the Sinistrals,,0.16m
19,Chessmaster: The Art of Learning,,0.15m
20,Space Camp,,0.15m
21,Hot Wheels: Battle Force 5,,0.15m
22,Ultimate Spider-Man,,0.15m
23,Doctor Who: Evacuation Earth,,0.15m
24,Dragon Ball Z: Harukanaru Densetsu (JP sales),,0.15m
25,WordJong,,0.15m
26,Scripps Spelling Bee,,0.15m
27,"Go, Diego, Go! Safari Rescue",,0.15m
28,Prince of Persia: The Forgotten Sands,,0.15m
29,Sonny with a Chance,,0.15m
30,Bigfoot: Collision Course,,0.15m
31,Shin Megami Tensei: Strange Journey Read the review,0.15m,
32,SpongeBob's Truth or Square,,0.15m
33,Major League Baseball 2K10,,0.15m
34,Build-A-Bear Workshop: Welcome to Hugsville,,0.15m
35,Ice Age 2: The Meltdown,,0.15m
36,Bomberman,,0.15m
37,Farm Frenzy: Animal Country,,0.15m
38,Travel Games For Dummies,,0.15m
39,Space Invaders Extreme Read the review,,0.15m
40,Kids Learn Math: A+ Edition,,0.15m
41,Countdown: The Game,,0.15m
42,Shin Megami Tensei: Devil Survivor,0.15m,
43,Petz: Dogz Talent Show,,0.15m
44,Where the Wild Things Are,,0.15m
45,Brain Boost: Gamma Wave,,0.15m
46,The Incredibles: Rise of the Underminer,,0.15m
47,The Quest Trio,,0.15m
48,Victorious: Hollywood Arts Debut,,0.15m
49,Ridge Racer DS,,0.15m
0,Brain Boost: Beta Wave,,0.15m
1,Power Pro Kun Pocket 9,,0.15m
2,SpongeBob's Boating Bash,,0.15m
3,Yu-Gi-Oh! Nightmare Troubadour (US sales),,0.15m
4,Tamagotchi no Narikiri Channel,,0.15m
5,The Wizard of Oz: Beyond The Yellow Brick Road,,0.15m
6,Jewel Quest Solitaire,,0.15m
7,Shin Chan: ¡Aventuras de Cine!,,0.15m
8,Tamagotchi Collection,,0.15m
9,Rayman Raving Rabbids,,0.15m
10,Tiger Woods PGA Tour,,0.15m
11,Tamagotchi no Appare! Niji Venture,,0.14m
12,QuickSpot,,0.14m
13,SafeCracker: The Ultimate Puzzle Adventure,,0.14m
14,Okaeri! Chibi-Robo! Happy Richie Oosouji,,0.14m
15,Geometry Wars: Galaxies,,0.14m
16,Super Robot Taisen OG Saga: Endless Frontier (JP sales),,0.14m
17,Balloon Pop,,0.14m
18,Hidden Mysteries: Salem Secrets - Witch Trials of 1692,,0.14m
19,Diner Dash: Flo on the Go,,0.14m
20,Naruto: Ninja Council 3 (JP sales),,0.14m
21,Cake Mania 3,,0.14m
22,Super Dodgeball Brawlers,,0.14m
23,Drawn to Life Collection,,0.14m
24,Fast Food Panic,,0.14m
25,Mx vs. ATV Reflex,,0.14m
26,Hero's Saga Laevatein Tactics,,0.14m
27,Chicken Shoot,,0.14m
28,Arctic Tale,,0.14m
29,Naruto RPG 2: Chidori vs Rasengan,,0.14m
30,¡Shin Chan Flipa en colores!,,0.14m
31,Backyard Sports: Sandlot Sluggers,,0.14m
32,Mr. Driller: Drill Spirits,,0.14m
33,Etrian Odyssey III: The Drowned City,0.14m,
34,Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS 2,0.14m,
35,Atari's Greatest Hits: Volume 1,,0.14m
36,Yogi Bear: The Video Game,,0.14m
37,Asphalt: Urban GT 2,,0.14m
38,LEGO The Lord of the Rings,,0.14m
39,Moshi Monsters: Katsuma Unleashed,,0.14m
40,Power Pro Kun Pocket 8,,0.14m
41,Spider-Man: Edge of Time,,0.14m
42,Monster Lab,,0.14m
43,Master Jin Jin's IQ Challenge,,0.14m
44,Puyo Puyo!! 20th Anniversary,,0.14m
45,Paws & Claws: Pet Vet 2,,0.14m
46,Imagine: Fashion Stylist,,0.14m
47,Robots,,0.14m
48,Alvin and the Chipmunks,,0.14m
49,7th Dragon,,0.14m
0,Kamen Rider Battle: Ganbaride Card Battle Taisen,,0.14m
1,Metal Slug 7,,0.14m
2,Fashion Studio: Paris Collection,,0.14m
3,Gourmet Chef: Cook Your Way to Fame,,0.14m
4,G.I. Joe: The Rise of Cobra Read the review,,0.14m
5,Magnetica,,0.14m
6,Top Spin 3,,0.14m
7,Open Season,,0.13m
8,Let's Play Ballerina,,0.13m
9,Monster Jam,,0.13m
10,Back At The Barnyard: Slop Bucket Games,,0.13m
11,Vampire Moon: The Mystery of the Hidden Sun,,0.13m
12,Little League World Series Baseball 2009,,0.13m
13,Need for Speed Underground 2,,0.13m
14,Quick Yoga Training,,0.13m
15,Learn Math,,0.13m
16,Retro Atari Classics,,0.13m
17,Fushigi no Dungeon: Fuurai no Shiren 4 - Kami no Hitomi to Akuma no Heso,,0.13m
18,Puzzle Kingdoms,,0.13m
19,Syberia,,0.13m
20,Suite PreCure: Melody Collection,,0.13m
21,I Spy: Universe,,0.13m
22,Brain Assist,,0.13m
23,Freddi Fish: ABC under the sea,,0.13m
24,Anno 1701: Dawn of Discovery,,0.13m
25,Monster Rancher DS,,0.13m
26,Bakugan: Battle Trainer,,0.13m
27,Peter Jackson's King Kong: The Official Game of the Movie,,0.13m
28,Ben 10 Galactic Racing,,0.13m
29,Zoobles! Spring to Life!,,0.13m
30,Over the Hedge: Hammy Goes Nuts!,,0.13m
31,Ninjatown Read the review,,0.13m
32,Zenses: Ocean,,0.13m
33,Chuck E. Cheese's Game Room,,0.13m
34,Littlest Pet Shop: Spring,,0.13m
35,Wantame Music Channel: Doko Demo Style,,0.13m
36,Soccer Tsuku DS: World Challenge 2010,,0.13m
37,Disney's Kim Possible: Kimmunicator,,0.13m
38,Sally's Salon,,0.13m
39,Dreamworks 2-in-1 Party Pack,,0.13m
40,Harvest Moon DS (jp sales),,0.13m
41,007: Quantum of Solace,,0.13m
42,Lovely Lisa and Friends,,0.13m
43,Yu-Gi-Oh! Nightmare Troubadour (JP sales),,0.13m
44,Barbie and The Three Musketeers,,0.13m
45,Summon Night: Twin Age,,0.13m
46,Spider-Man: Battle for New York,,0.13m
47,DreamWorks Super Star Kartz,,0.13m
48,Puzzle de Harvest Moon,,0.13m
49,Metal Max 3,,0.13m
0,The Price Is Right 2010 Edition,,0.13m
1,Tamagotchi no Pichi Pichi Omisecchi,,0.13m
2,Smart Boy's Gameroom,,0.13m
3,Space Bust-A-Move,,0.13m
4,7 Wonders of the Ancient World,,0.13m
5,Thor: God of Thunder,,0.13m
6,Left Brain Right Brain 2,,0.13m
7,Teenage Mutant Ninja Turtles: Arcade Attack,,0.13m
8,Power Pro Kun Pocket 13,,0.13m
9,Avatar: The Last Airbender - Into the Inferno,,0.13m
10,Need for Speed: ProStreet,,0.13m
11,Charm Girls Club: My Fashion Mall,,0.12m
12,Puzzle Quest 2,,0.12m
13,Impossible Mission,,0.12m
14,"Kilari: Na-san, Mon Meilleur Ami",,0.12m
15,Ochaken no Heya DS,,0.12m
16,Zenses: Rainforest,,0.12m
17,Mugen no Frontier: Super Robot Taisen OG Saga EXCEED,,0.12m
18,Backyard Baseball '09,,0.12m
19,All Kamen Rider: Rider Generation,,0.12m
20,Major League Baseball 2K8 Fantasy All-Stars,,0.12m
21,M&M's Kart Racing,,0.12m
22,Eyeshield 21: Max Devil Power,,0.12m
23,Madden NFL 06,,0.12m
24,Break 'Em All,,0.12m
25,SpongeBob's Surf & Skate Roadtrip,,0.12m
26,Kaijuu Busters,,0.12m
27,Horse Life,,0.12m
28,Legend of the Guardians: The Owls of Ga'Hoole,,0.12m
29,Medarot DS: Kabuto / Kuwagata Ver.,,0.12m
30,Lovely Lisa,,0.12m
31,Yamakawa Shuppansha Kanshuu: Shousetsu Nihonshi B,,0.12m
32,My Farm Around the World,,0.12m
33,Transformers: War for Cybertron -- Decepticons,,0.12m
34,Cabela's Dangerous Hunts 2011,,0.12m
35,Lunar: Dragon Song Read the review,,0.12m
36,Backyard Baseball '10,,0.12m
37,Godzilla Unleashed: Double Smash,,0.12m
38,DiRT 2,,0.12m
39,4 Game Fun Pack: Monopoly / Boggle / Yahtzee / Battleship,,0.12m
40,Atelier Annie: Alchemists of Sera Island,,0.12m
41,Elite Beat Agents Read the review,0.12m,
42,WWE SmackDown vs Raw 2008,,0.12m
43,Petz Puppyz & Kittenz,,0.12m
44,The Daring Game for Girls,,0.12m
45,Super Robot Wars OG Saga: Masou Kishin - The Lord of Elemental,,0.12m
46,Disney Princess: Enchanting Storybooks,,0.12m
47,Midnight Mysteries: The Edgar Allan Poe Conspiracy,,0.12m
48,Lost Magic,,0.12m
49,Dragon Ball: Origins,,0.12m
0,Rubik's World,,0.12m
1,Petz Fantasy: Moonlight Magic,,0.12m
2,Battles of Prince of Persia,,0.12m
3,MX vs. ATV Untamed,,0.12m
4,Peggle: Dual Shot,,0.12m
5,USA Today Crossword Challenge,,0.12m
6,Ultimate Puzzle Games: Sudoku Edition,,0.12m
7,The Clique: Diss and Make Up,,0.12m
8,Charm Girls Club: My Perfect Prom,,0.12m
9,Marvel Trading Card Game,,0.12m
10,Puss in Boots,,0.12m
11,Rango: The Video Game,,0.12m
12,Power Pro Kun Pocket 14,,0.12m
13,My Chinese Coach,,0.12m
14,Minute to Win It,,0.12m
15,Yattaman DS: BikkuriDokkiri Daisakusen da Koron,,0.12m
16,DEATH NOTE: Kira Game,,0.12m
17,ASH: Archaic Sealed Heat,,0.12m
18,Dorabase 2: Nettou Ultra Stadium,,0.12m
19,Tecmo Bowl: Kickoff,,0.11m
20,Zubo,,0.11m
21,The Lord of the Rings: Aragorn's Quest,,0.11m
22,Animal Genius,,0.11m
23,A Witch's Tale,,0.11m
24,Retro Game Challenge Read the review,,0.11m
25,Mechanic Master,,0.11m
26,Heart Catch PreCure! Oshare Collection,,0.11m
27,Pac 'n Roll,,0.11m
28,Girl Time,,0.11m
29,Garfield's Fun Fest,,0.11m
30,Just In Time Translations,,0.11m
31,de Blob 2,,0.11m
32,Dementium II,,0.11m
33,Ping Pals,,0.11m
34,Mystery P.I. - Portrait of a Thief,,0.11m
35,The Hardy Boys: Treasure on the Tracks,,0.11m
36,Desktop Tower Defense,,0.11m
37,Cory in the House,,0.11m
38,My SAT Coach with The Princeton Review,,0.11m
39,Fabulous Finds,,0.11m
40,Pocket Pets,,0.11m
41,GoldenEye: Rogue Agent,,0.11m
42,Let's Play Garden,,0.11m
43,Kousoku Card Battle: Card Hero,,0.11m
44,Tokimeki Memorial: Girl's Side 2nd Season,,0.11m
45,Jake Hunter Detective Story: Memories of the Past Read the review,,0.11m
46,Puzzler World 2,,0.11m
47,Green Lantern: Rise of the Manhunters,,0.11m
48,Cake Mania,,0.11m
49,Master of the Monster Lair,,0.11m
0,The Settlers,,0.11m
1,Yard Sale Hidden Treasures: Sunnyville,,0.11m
2,Grease,,0.11m
3,Guitar Rock Tour,,0.11m
4,Paws & Claws Pet Vet: Australian Adventures,,0.11m
5,Soma Bringer,,0.11m
6,Lost in Blue,,0.11m
7,Dragon Quest Heroes: Rocket Slime,0.11m,
8,Army Men: Soldiers of Misfortune,,0.11m
9,Silly Bandz: Play The Craze,,0.11m
10,Dawn of Discovery,,0.11m
11,Nicktoons: Unite!,,0.11m
12,ATV Quad Kings,,0.11m
13,Mushroom Men: Rise of the Fungi,,0.11m
14,Touch Detective 2 1/2,,0.11m
15,Animal Planet: Vet Life,,0.11m
16,ATV: Quad Frenzy,,0.11m
17,Irozuki Tingle no Koi no Balloon Trip,,0.11m
18,HOP,,0.11m
19,Cats & Dogs: The Revenge of Kitty Galore,,0.11m
20,The Cheetah Girls: Pop Star Sensations,,0.11m
21,Happy Feet Two,,0.11m
22,Bust-A-Move DS,,0.11m
23,Yamaha Supercross,,0.11m
24,My Boyfriend,,0.11m
25,Kirarin * Revolution: Kira Kira Idol Audition,,0.11m
26,Naruto Shippuden: Naruto vs. Sasuke Read the review,,0.11m
27,Mega Man Battle Network 5: Double Team DS (JP sales),,0.11m
28,Sudokuro,,0.11m
29,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,,0.11m
30,Pro Yakyuu Team o Tsukurou! 2,,0.11m
31,Petz Fashion: Dogz & Catz,,0.11m
32,Viewtiful Joe: Double Trouble!,,0.11m
33,Trauma Center: Under the Knife 2,,0.11m
34,Gem Quest: 4 Elements,,0.11m
35,Big League Sports: Summer,,0.11m
36,Hysteria Hospital: Emergency Ward,,0.11m
37,Rock Revolution,,0.11m
38,Science Papa,,0.11m
39,Alvin and the Chipmunks: Chipwrecked,,0.11m
40,My First Dollhouse,,0.11m
41,X-Men: The Official Game,,0.11m
42,Power Rangers: Super Legends,,0.10m
43,Power Pocket Koushien,,0.10m
44,Dreamer Series: Top Model,,0.10m
45,American Girl: Julie Finds a Way,,0.10m
46,Kirarin * Revolution: Tsukutte Misechao! Kime * Kira Stage,,0.10m
47,The Lord of the Rings: Conquest,,0.10m
48,Princess Debut,,0.10m
49,Pro Yakyuu Famista DS 2009,,0.10m
0,Digimon Story: Lost Evolution,,0.10m
1,Imagine: Soccer Captain,,0.10m
2,Brain Quest: Grades 5 & 6,,0.10m
3,Barbie in The 12 Dancing Princesses,,0.10m
4,Exit DS,,0.10m
5,Corvette Evolution GT,,0.10m
6,WireWay,,0.10m
7,Atsumare! Power Pro Kun no DS Koushien,,0.10m
8,Atsumare! Power Pro Kun no DS Koushien,,0.10m
9,Astro Boy: The Video Game,,0.10m
10,Miami Law Read the review,,0.10m
11,UNO / Skip-Bo / UNO Freefall,,0.10m
12,Culdcept DS,,0.10m
13,America's Next Top Model Read the review,,0.10m
14,PictoImage,,0.10m
15,Kirarin * Revolution: Mezase! Idol Queen,,0.10m
16,Agatha Christie: The ABC Murders,,0.10m
17,Math Blaster in the Prime Adventure,,0.10m
18,SimAnimals Africa,,0.10m
19,Daito Giken Koushiki Pachi-Slot Simulator: Hihouden - Ossu! Banchou - Yoshimune DS,,0.10m
20,DS Kageyama Method: Dennou Hanpuku - Tadashii Kanji Kakitori-Kun,,0.10m
21,Penguin no Mondai: The World,,0.10m
22,Flushed Away,,0.10m
23,Football Director DS,,0.10m
24,Project Hacker: Kakusei,,0.10m
25,Deca Sports DS,,0.10m
26,KORG DS-10 Synthesizer Plus,,0.10m
27,Draglade,,0.10m
28,All Kamen Rider: Rider Generation 2,,0.10m
29,My Healthy Cooking Coach,,0.10m
30,Kabushiki Baibai Trainer: Kabutore!,,0.10m
31,Myst,,0.10m
32,Sudoku Mania,,0.10m
33,USA Today Puzzle Craze,,0.10m
34,Dora & Kai-Lan's Pet Shelter,,0.10m
35,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,0.10m,
36,DS Yamamura Misa Suspense: Maiko Kogiku - Kisha Katherine - Sougiya Isa Akashi - Koto ni Maru Hana Sanrin: Kyoto Satujin Jinken File,0.10m,
37,Worms: Open Warfare,0.10m,
38,Spider-Man: Web of Shadows,,0.10m
39,Nicktoons MLB,,0.10m
40,Harvest Moon DS Cute (jp sales),,0.10m
41,Bleach: Dark Souls (JP sales),,0.10m
42,Kiku! Kaku! Kotoba o Fuyasu! Hajimete no Eigo Training,,0.10m
43,Kekkaishi: Karasumori Ayakashi Kidan,0.10m,
44,Contact,,0.10m
45,Nancy Drew: The Model Mysteries,,0.10m
46,May's Mystery: Forbidden Memories,,0.10m
47,System Flaw,,0.10m
48,Rapala Pro Bass Fishing 2010,,0.10m
49,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,,0.10m
0,Fifi and the Flowertots,,0.10m
1,Mystery Stories: Curse of the Ancient Spirits,,0.10m
2,Cate West: The Vanishing Files,,0.10m
3,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,,0.10m
4,Championship Pony,,0.10m
5,Petz Hamsterz Superstarz,,0.10m
6,Bejeweled Twist,,0.10m
7,Harvest Moon: Frantic Farming,,0.10m
8,Star Wars: Lethal Alliance,,0.10m
9,Blue Dragon: Awakened Shadow Read the review,,0.10m
10,Dora's Cooking Club,,0.10m
11,Horse Life Adventures,,0.10m
12,Luminous Arc 2 (JP sales),,0.10m
13,Ford Racing 3,,0.10m
14,Pro Yakyuu Famista DS,,0.10m
15,Ninja Reflex,,0.10m
16,Squinkies 2: Adventure Mall Surprize!,,0.10m
17,Touch Detective,,0.10m
18,Digimon Story: Super Xros Wars Blue/Red,,0.10m
19,Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,,0.10m
20,SNK vs. Capcom Card Fighters DS,,0.10m
21,Gokuhou!! Mecha Mote Iinchou: MM Town de Miracle Change!,,0.10m
22,Imagine: Reporter,,0.10m
23,Kouchuu Ouja Mushi King: Super Collection,0.10m,
24,thinkSMART,,0.10m
25,Glory Days 2,,0.09m
26,Unou no Tatsujin: Soukai! Machigai Museum 2,,0.09m
27,Galactic Taz Ball,,0.09m
28,Johnny Bravo in The Hukka-Mega-Mighty-Ultra-Extreme Date-O-Rama,,0.09m
29,Metal Fight Beyblade,,0.09m
30,Populous DS,,0.09m
31,The Story of Noah's Ark,,0.09m
32,Fresh PreCure! Asobi Collection,,0.09m
33,Wordmaster,,0.09m
34,Retro Game Challenge (US sales),,0.09m
35,SD Gundam G Generation DS,,0.09m
36,Learn Chess,,0.09m
37,Scooby-Doo! Who's Watching Who?,,0.09m
38,Ultimate Mortal Kombat,,0.09m
39,Snood 2: On Vacation,,0.09m
40,Puyo Pop Fever (JP sales),,0.09m
41,Dragon Ball Kai: Ultimate Butouden,,0.09m
42,InuYasha: Secret of the Divine Jewel,,0.09m
43,I Love Puppies,,0.09m
44,Tak: The Great Juju Challenge,,0.09m
45,Fighting Fantasy: The Warlock of Firetop Mountain,,0.09m
46,Junior Mystery Quest,,0.09m
