,Names,Total_shipped,Total_sales
0,Pokémon Ruby / Sapphire Version,16.22m,
1,Pokémon FireRed / LeafGreen Version,12.00m,
2,Pokémon Emerald Version,7.06m,
3,Mario Kart: Super Circuit,5.91m,
4,Super Mario World: Super Mario Advance 2,5.69m,
5,Super Mario Advance,5.57m,
6,Super Mario Advance 4: Super Mario Bros. 3,5.43m,
7,Namco Museum,,4.24m
8,Pac-Man Collection,,2.94m
9,Yoshi's Island: Super Mario Advance 3,2.83m,
10,Finding Nemo,,2.82m
11,The Legend of Zelda: A Link to the Past,2.82m,
12,Frogger's Adventures: Temple of the Frog,,2.39m
13,Pokémon Mystery Dungeon: Red Rescue Team,2.36m,
14,Classic NES Series: Super Mario Bros.,2.27m,
15,Sonic Advance,,2.24m
16,Spyro: Season of Ice,,2.23m
17,Wario Land 4,2.20m,
18,Mario & Luigi: Superstar Saga,2.15m,
19,Kirby: Nightmare in Dream Land,2.10m,
20,Yu-Gi-Oh! The Eternal Duelist Soul,,2.07m
21,The Incredibles,,2.06m
22,Harry Potter and the Chamber of Secrets,,1.99m
23,2 Games in 1: Sonic Advance & ChuChu Rocket!,,1.83m
24,Donkey Kong Country,1.82m,
25,Sonic Advance 2,,1.80m
26,The Legend of Zelda: The Minish Cap,1.76m,
27,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,,1.76m
28,2 Games in 1: Disney Princess & The Lion King,,1.75m
29,Crash Bandicoot: The Huge Adventure,,1.73m
30,Tetris Worlds,,1.71m
31,Final Fantasy Tactics Advance,1.70m,
32,Harry Potter and the Sorcerer's Stone,,1.69m
33,Dragon Ball Z: The Legacy of Goku,,1.69m
34,"Monsters, Inc.",,1.67m
35,Golden Sun,1.65m,
36,Kingdom Hearts: Chain of Memories,1.60m,
37,Metroid Fusion,1.60m,
38,Spyro 2: Season of Flame,,1.58m
39,Disney Princess,,1.47m
40,Kirby & the Amazing Mirror,1.47m,
41,The SpongeBob SquarePants Movie,,1.46m
42,Classic NES Series: Super Mario Bros.,,1.43m
43,Sonic Advance 3,,1.40m
44,Mario vs. Donkey Kong,1.37m,
45,Pokémon Pinball: Ruby & Sapphire (Old all region sales),1.37m,
46,Crash Bandicoot 2: N-Tranced,,1.36m
47,Mega Man Battle Network 4: Red Sun / Blue Moon,1.35m,
48,Spider-Man: The Movie,,1.33m
49,The Sims: Bustin' Out,,1.33m
0,Yu-Gi-Oh! The Sacred Cards,,1.30m
1,Mega Man Battle Network 3 Blue / White Version,,1.29m
2,Pirates of the Caribbean: The Curse of the Black Pearl,,1.29m
3,Spongebob Squarepants: Battle for Bikini Bottom,,1.23m
4,Donkey Kong Country 2,,1.23m
5,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,,1.21m
6,The Simpsons: Road Rage,,1.19m
7,SpongeBob SquarePants: Revenge of the Flying Dutchman,,1.19m
8,Final Fantasy Tactics Advance,1.18m,
9,Tony Hawk's Pro Skater 2,,1.18m
10,Yu-Gi-Oh! The Sacred Cards (American and Others sales),,1.16m
11,LEGO Star Wars: The Video Game,,1.14m
12,Cars,,1.13m
13,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),,1.13m
14,Golden Sun: The Lost Age,1.12m,
15,"WarioWare, Inc.: Mega MicroGame$",1.10m,
16,Dragon Ball Z: The Legacy of Goku II,,1.09m
17,Dragon Ball Z: Taiketsu,,1.08m
18,Disney's Lilo & Stitch,,1.08m
19,Spider-Man 2,,1.06m
20,F-Zero: Maximum Velocity,1.05m,
21,Mario Party Advance,,0.98m
22,Fire Emblem: The Blazing Blade,,0.97m
23,Final Fantasy I & II: Dawn of Souls,0.94m,
24,Monster Trucks / Quad Desert Fury Double Value!,,0.93m
25,2 Games in 1 Double Pack: Finding Nemo / Monsters Inc.,,0.93m
26,Teenage Mutant Ninja Turtles,,0.93m
27,Madagascar,,0.89m
28,Classic NES Series: The Legend of Zelda,,0.89m
29,Fire Emblem: The Sacred Stones,,0.89m
30,Metroid: Zero Mission,,0.84m
31,Lizzie McGuire 2: Lizzie Diaries,,0.83m
32,Secret Agent Barbie: Royal Jewels Mission,,0.78m
33,Rayman Advance,0.77m,
34,Star Wars Episode II: Attack of the Clones,,0.77m
35,Donkey Kong Country 3,,0.77m
36,Mega Man Battle Network 6: Cybeast Falzar / Gregar,,0.76m
37,That's So Raven,,0.76m
38,Yu-Gi-Oh! Dungeon Dice Monsters,,0.74m
39,The Lord of the Rings: The Two Towers,,0.74m
40,WarioWare: Twisted!,,0.74m
41,Classic NES Series: Donkey Kong,,0.73m
42,Beyblade VForce: Ultimate Blader Jam,,0.73m
43,Star Wars Episode III: Revenge of the Sith,,0.72m
44,Super Monkey Ball Jr.,,0.72m
45,Scooby-Doo 2: Monsters Unleashed,,0.71m
46,F-14 Tomcat,,0.70m
47,Advance Wars,,0.70m
48,Classic NES Series: Zelda II: The Adventure of Link,,0.70m
49,Disney's Chicken Little,,0.70m
0,Mario Pinball Land,,0.69m
1,Shark Tale,,0.68m
2,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",,0.67m
3,Dragon Quest Monsters: Caravan Heart,,0.66m
4,Strawberry Shortcake: Summertime Adventure,,0.66m
5,Shrek: Hassle at the Castle,,0.66m
6,Disney's Kim Possible 2: Drakken's Demise,,0.66m
7,Yoshi Topsy-Turvy,,0.65m
8,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,,0.65m
9,Advance Wars 2: Black Hole Rising,,0.65m
10,Crash Bandicoot Purple: Ripto's Rampage,,0.64m
11,Nicktoons Collection: Game Boy Advance Video Volume 1,,0.64m
12,SpongeBob SquarePants: Game Boy Advance Video Volume 1,,0.64m
13,Konami Collector's Series: Arcade Advanced,,0.64m
14,Dogz,,0.63m
15,The Urbz: Sims in the City,,0.62m
16,2 Games in 1: Sonic Battle & ChuChu Rocket!,,0.61m
17,Dora the Explorer: Super Spies,,0.61m
18,Texas Hold 'Em Poker,,0.61m
19,Final Fantasy IV Advance,,0.61m
20,Madden NFL 2003,,0.61m
21,Harry Potter and the Goblet of Fire,,0.61m
22,Dragon Ball Z: Buu's Fury,,0.61m
23,Spider-Man: Mysterio's Menace,,0.61m
24,Game & Watch Gallery 4,,0.61m
25,Tony Hawk's Underground,,0.60m
26,Monster Trucks,,0.60m
27,Harvest Moon: Friends of Mineral Town,,0.59m
28,Shrek 2: Beg for Mercy,,0.58m
29,Tony Hawk's Pro Skater 4,,0.57m
30,Spyro Orange: The Cortex Conspiracy,,0.57m
31,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,0.57m,
32,The Incredible Hulk,,0.56m
33,Ms. Pac-Man Maze Madness,,0.56m
34,The Lord of the Rings: The Return of the King,,0.56m
35,Classic NES Series: Dr. Mario,,0.56m
36,Yu-Gi-Oh! World Championship Tournament 2004,,0.56m
37,Backyard NFL Football,,0.56m
38,Barbie Groovy Games,,0.56m
39,Yu-Gi-Oh! Reshef of Destruction,,0.56m
40,Mega Man Zero,,0.55m
41,SpongeBob SquarePants: SuperSponge,,0.55m
42,Tak and the Power of Juju,,0.55m
43,The Fairly Odd Parents: Breakin' Da Rules,,0.54m
44,Mega Man Battle Network 2,,0.54m
45,Bratz: Rock Angelz,,0.54m
46,SpongeBob SquarePants: Game Boy Advance Video Volume 2,,0.53m
47,Mario Tennis: Power Tour,,0.52m
48,That's So Raven 2: Supernatural Style,,0.52m
49,Tony Hawk's Pro Skater 3,,0.52m
0,Harry Potter and the Prisoner of Azkaban,,0.52m
1,"SpongeBob SquarePants: Lights, Camera, Pants!",,0.51m
2,Disney's Kim Possible: Revenge of Monkey Fist,,0.51m
3,Dragon Ball Z: Supersonic Warriors,,0.51m
4,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,,0.50m
5,Castlevania: Circle of the Moon,0.50m,
6,Tactics Ogre: The Knight of Lodis,,0.50m
7,Tony Hawk's Underground 2,,0.49m
8,Power Rangers: Dino Thunder,,0.49m
9,Madagascar: Operation Penguin,,0.48m
10,Need for Speed: Porsche Unleashed,,0.48m
11,Kouchuu Ouja Mushi King,0.48m,
12,Midnight Club: Street Racing,,0.48m
13,Densetsu no Stafi,,0.47m
14,Pirates of the Caribbean: Dead Man's Chest,,0.47m
15,Kong: The 8th Wonder of the World,,0.47m
16,Iridion 3D,,0.46m
17,Classic NES Series: Pac-Man,,0.46m
18,Dragon Ball Z: Collectible Card Game,,0.46m
19,Disney's Kim Possible 3: Team Possible,,0.46m
20,Stuart Little 2,,0.46m
21,Tak 2: The Staff of Dreams,,0.46m
22,Scooby-Doo,,0.46m
23,Rugrats: Castle Capers,,0.46m
24,Crash Nitro Kart,,0.46m
25,Mother 1+2,,0.46m
26,2 Games in 1: SpongeBob SquarePants: SuperSponge & Rugrats Go Wild,,0.45m
27,Yu-Gi-Oh! Destiny Board Traveler,,0.45m
28,Pokémon Pinball: Ruby & Sapphire (JP weekly sales),,0.45m
29,Tekken Advance,,0.45m
30,Hot Wheels: Stunt Track Challenge,,0.45m
31,Mario Golf: Advance Tour,,0.45m
32,Densetsu no Stafi 2,,0.44m
33,Scooby-Doo! Mystery Mayhem,,0.44m
34,Battlebots: Design & Destroy,,0.44m
35,Power Rangers: S.P.D.,,0.44m
36,Classic NES Series: Metroid,,0.43m
37,Need for Speed Underground 2,,0.43m
38,Nicktoons Unite!,,0.43m
39,The Powerpuff Girls: Him and Seek,,0.43m
40,Mega Man Zero 2,,0.43m
41,The Fairly Odd Parents: Game Boy Advance Video Volume 1,,0.43m
42,Backyard Baseball,,0.43m
43,Mega Man Battle Network,,0.42m
44,Famicom Mini: Super Mario Bros. 2,,0.42m
45,Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,,0.42m
46,Star Wars Trilogy: Apprentice of the Force,,0.42m
47,Lemony Snicket's A Series of Unfortunate Events,,0.42m
48,The Fairly Odd Parents: Game Boy Advance Video Volume 2,,0.42m
49,Jimmy Neutron: Boy Genius,,0.42m
0,Dexter's Laboratory Deesaster Strikes,,0.41m
1,Scooby-Doo and the Cyber Chase,,0.41m
2,Yu-Gi-Oh! The Eternal Duelist Soul (JP sales),,0.41m
3,The Incredibles: Rise of the Underminer,,0.40m
4,Rocket Power: Dream Scheme,,0.40m
5,Mother 3,,0.40m
6,Nicktoons: Freeze Frame Frenzy,,0.40m
7,Disney's Brother Bear,,0.39m
8,Fire Emblem: Fuuin no Tsurugi,,0.39m
9,Madden NFL 2005,,0.39m
10,The Sims 2,,0.39m
11,Harry Potter: Quidditch World Cup,,0.39m
12,The Cat in the Hat,,0.38m
13,Ice Age,,0.38m
14,Disney's Lilo & Stitch 2: Hamsterveil Havoc,,0.38m
15,Barbie Horse Adventures: Blue Ribbon Race,,0.37m
16,Slime MoriMori Dragon Quest: Shougeki No Shippo Dan,,0.37m
17,Hamtaro: Ham-Ham Heartbreak,,0.36m
18,Cubix Robots for Everyone: Clash 'n' Bash,,0.36m
19,Shaun Palmer's Pro Snowboarder,,0.36m
20,Hamster Club 3,,0.36m
21,Super Robot Taisen A,,0.36m
22,Backyard Baseball 2006,,0.35m
23,Disney's Tarzan: Return to the Jungle,,0.35m
24,Star Wars: Flight of the Falcon,,0.35m
25,The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,,0.35m
26,Risk / Battleship / Clue,,0.34m
27,The Wild Thornberrys Movie,,0.34m
28,Classic NES Series: Ice Climber,,0.34m
29,Driver 2 Advance,,0.34m
30,The Fairly Odd Parents: Shadow Showdown,,0.34m
31,Herbie: Fully Loaded,,0.34m
32,Banjo-Kazooie: Grunty's Revenge,,0.33m
33,Shrek SuperSlam,,0.33m
34,Classic NES Series: Castlevania,,0.33m
35,GT Advance Championship Racing,,0.33m
36,Spy Kids 3-D: Game Over,,0.33m
37,Power Rangers: Ninja Storm,,0.33m
38,Dr. Mario / Puzzle League,,0.33m
39,Teenage Mutant Ninja Turtles 2: Battle Nexus,,0.32m
40,Fortress,,0.32m
41,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,,0.32m
42,SpongeBob SquarePants: Double Pack,,0.32m
43,"Ed, Edd n Eddy: Jawbreakers!",,0.32m
44,Sega Smash Pack,,0.32m
45,Madden NFL 2002,,0.32m
46,Tales of Phantasia,0.31m,
47,Madden NFL 2004,,0.31m
48,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,,0.31m
49,Mega Man Battle Network 2,,0.31m
0,KuruKuru Kururin,,0.31m
1,Ultimate Spider-Man,,0.30m
2,Shrek Swamp Kart Speedway,,0.30m
3,Spyro: Attack of the Rhynocs,,0.30m
4,Lizzie McGuire 3: Homecoming Havoc,,0.30m
5,Charlie and the Chocolate Factory,,0.30m
6,Rhythm Tengoku,,0.30m
7,Crazy Taxi: Catch a Ride,,0.30m
8,Yu Yu Hakusho Ghost Files: Spirit Detective,,0.30m
9,Power Pro Kun Pocket 6,,0.30m
10,Finding Nemo: The Continuing Adventures,,0.30m
11,Spirit: Stallion of the Cimarron,,0.30m
12,Need for Speed Underground,,0.29m
13,Power Pro Kun Pocket 4,,0.29m
14,Hamster Club 4: Shigessa Daidassou,,0.29m
15,Duel Masters: Sempai Legends,,0.29m
16,Earthworm Jim,,0.29m
17,Disney's Extreme Skate Adventure,,0.28m
18,Dragon Ball GT: Transformation,,0.28m
19,Yu-Gi-Oh! Double Pack,,0.28m
20,X-Men: Reign of Apocalypse,,0.28m
21,Fantastic 4: Flame On,,0.28m
22,F/A-18F Super Hornet,,0.28m
23,Final Fantasy VI Advance,,0.28m
24,Godzilla: Domination!,,0.28m
25,Rocket Power: Beach Bandits,,0.28m
26,Pitfall: The Mayan Adventure,,0.28m
27,Disney's Treasure Planet,,0.28m
28,Sword of Mana,0.28m,
29,Corvette,,0.28m
30,Power Pro Kun Pocket 3,,0.28m
31,Castlevania: Aria of Sorrow,,0.28m
32,Motocross Maniacs Advance,,0.27m
33,M&M's Blast!,,0.27m
34,NickToons Racing,,0.27m
35,Over the Hedge,,0.27m
36,WWE Road to WrestleMania X8,,0.27m
37,Yu-Gi-Oh! The Sacred Cards (JP weekly sales),,0.27m
38,Mat Hoffman's Pro BMX,,0.27m
39,Magical Vacation,,0.27m
40,Connect Four / Perfection / Trouble,,0.27m
41,Operation Armored Liberty,,0.27m
42,Sonic X: Game Boy Advance Video Volume 1,,0.27m
43,Dungeons & Dragons: Eye of the Beholder,,0.26m
44,Rugrats: I Gotta Go Party,,0.26m
45,The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron,,0.26m
46,Hey Arnold! The Movie,,0.26m
47,Final Fantasy V Advance,,0.26m
48,Need for Speed: Most Wanted,,0.26m
49,Yu-Gi-Oh! Ultimate Masters: World Championship Tournament 2006,,0.26m
0,Power Pro Kun Pocket 5,,0.26m
1,Konjiki no Gashbell!! Makai no Bookmark,,0.26m
2,Dora the Explorer: The Search for Pirate Pig's Treasure,,0.26m
3,Classic NES Series: Bomberman,,0.26m
4,Frogger's Journey: The Forgotten Relic,,0.26m
5,Dora the Explorer: Game Boy Advance Video Volume 1,,0.26m
6,Bionicle: Matoran Adventures,,0.26m
7,ATV: Quad Power Racing,,0.26m
8,Super Robot Taisen R,,0.26m
9,Castlevania: Harmony of Dissonance,,0.26m
10,Super Street Fighter II: Turbo Revival,,0.25m
11,Ice Age 2: The Meltdown,,0.25m
12,Spy Kids Challenger,,0.25m
13,Cartoon Network Collection: Game Boy Advance Video Volume 1,,0.25m
14,Bomberman Tournament,,0.25m
15,Midway's Greatest Arcade Hits,,0.25m
16,Golden Nugget Casino,,0.25m
17,Medabots AX: Metabee / Rokusho Ver.,,0.25m
18,Tennis no Oji-Sama: Genius Boys Academy,,0.25m
19,Butt Ugly Martians: B.K.M. Battles,,0.25m
20,Sorry! / Aggravation / Scrabble Junior,,0.25m
21,Classic NES Series: Excitebike,,0.25m
22,Classic NES Series: Xevious,,0.25m
23,Catz,,0.24m
24,DK: King of Swing,,0.24m
25,All Grown Up!: Game Boy Advance Video Volume 1,,0.24m
26,Ms. Pac-Man: Maze Madness / Pac-Man World,,0.24m
27,Tony Hawk's American Sk8land,,0.24m
28,Densetsu no Stafi 3,,0.24m
29,Grand Theft Auto,,0.24m
30,Dora the Explorer: Super Star Adventures,,0.24m
31,Classic NES Series: The Legend of Zelda,,0.24m
32,Polly Pocket: Super Splash Island,,0.24m
33,Super Robot Taisen D,,0.23m
34,Yu-Gi-Oh! GX: Duel Academy,,0.23m
35,Madden NFL 06,,0.23m
36,Mega Man & Bass,,0.23m
37,Barbie as The Island Princess,,0.23m
38,Mega Man Battle Network 5: Team Colonel / Protoman,,0.23m
39,EX Monopoly,,0.22m
40,Breath of Fire,,0.22m
41,Hamtaro: Ham-Ham Games,,0.22m
42,Danny Phantom: The Ultimate Enemy,,0.22m
43,Mega Man Zero 3,,0.22m
44,Nicktoons Collection: Game Boy Advance Video Volume 2,,0.22m
45,Duel Masters: Kaijudo Showdown,,0.22m
46,The Lord of the Rings: The Third Age,,0.22m
47,Disney's Magical Quest Starring Mickey and Minnie,,0.22m
48,Naruto: Ninja Council,,0.22m
49,Samurai Jack: The Amulet of Time,,0.22m
0,American Idol,,0.22m
1,Britney's Dance Beat,,0.22m
2,Robotech: The Macross Saga,,0.21m
3,Famicom Mini: Ganbare Goemon! Karakuri Douchuu,,0.21m
4,Shrek: Reekin' Havoc,,0.21m
5,SpongeBob SquarePants: Game Boy Advance Video Volume 3,,0.21m
6,Final Fight One,,0.21m
7,Power Rangers: Wild Force,,0.21m
8,Mary-Kate and Ashley: Girls Night Out,,0.20m
9,Beyblade G-Revolution,,0.20m
10,CandyLand / Chutes & Ladders / Memory,,0.20m
11,Rocket Power: Zero Gravity Zone,,0.20m
12,Harvest Moon: More Friends of Mineral Town,,0.20m
13,X2: Wolverine's Revenge,,0.20m
14,Super Dodge Ball Advance,,0.20m
15,Pac-Man Pinball Advance,0.20m,
16,Namco Museum: 50th Anniversary,,0.20m
17,Classic NES Series: Ice Climber,,0.20m
18,Backyard Hockey,,0.20m
19,Ratatouille,,0.20m
20,The Fairly Odd Parents: Enter the Cleft,,0.20m
21,Power Rangers: Time Force,,0.20m
22,Dexter's Lab Chess Challenge,,0.20m
23,The Hobbit,,0.19m
24,Breath of Fire II,,0.19m
25,Dinotopia: The Timestone Pirates,,0.19m
26,Dave Mirra Freestyle BMX 2,,0.19m
27,The Polar Express,,0.19m
28,Frogger's Adventures 2: The Lost Wand,,0.19m
29,SSX Tricky,,0.19m
30,Lunar Legend,,0.19m
31,Crash & Spyro Superpack,,0.19m
32,The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,,0.19m
33,The Scorpion King: Sword of Osiris,,0.19m
34,Jackie Chan Adventures: Legend of the Dark Hand,,0.19m
35,Sports Illustrated for Kids: Football,,0.18m
36,Tales of the World: Narikiri Dungeon 2,0.18m,
37,Super Robot Taisen J,,0.18m
38,Jurassic Park III: Island Attack,,0.18m
39,Atari Anniversary Advance,,0.18m
40,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,,0.18m
41,Batman: Vengeance,,0.18m
42,Tiger Woods PGA Tour 2004,,0.18m
43,The Game of Life / Yahtzee / Payday,,0.18m
44,All Grown Up! Express Yourself,,0.18m
45,Looney Tunes: Back in Action,,0.18m
46,Virtua Tennis,,0.18m
47,ESPN X Games Skateboarding,,0.18m
48,Backyard Basketball,,0.18m
49,Scooby-Doo! Unmasked,,0.18m
0,Teen Titans,,0.17m
1,Sports Illustrated for Kids: Baseball,,0.17m
2,World Championship Poker,,0.17m
3,ESPN Final Round Golf 2002,,0.17m
4,Hello Kitty: Happy Party Pals,,0.17m
5,Tak: The Great Juju Challenge,,0.17m
6,Batman Begins,,0.17m
7,Dragon Ball GT: Game Boy Advance Video Volume 1,,0.17m
8,Codename: Kids Next Door: Game Boy Advance Video Volume 1,,0.17m
9,Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,,0.17m
10,Disney's Home on the Range,,0.17m
11,Gyakuten Saiban 3,,0.17m
12,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,,0.17m
13,James Bond 007: Everything or Nothing,,0.17m
14,Matchbox Cross Town Heroes,,0.17m
15,Wolfenstein 3D,,0.17m
16,Mousetrap / Operation / Simon,,0.17m
17,Classic NES Series: Donkey Kong,,0.17m
18,Gyakuten Saiban 3,,0.16m
19,Hot Wheels Velocity X,,0.16m
20,Paws & Claws: Pet Resort,,0.16m
21,Curious George,,0.16m
22,Tom and Jerry: Infurnal Escape,,0.16m
23,Let's Ride: Sunshine Stables,,0.16m
24,NASCAR Heat 2002,,0.16m
25,The Wild Thornberrys: Chimp Chase,,0.16m
26,Konami Krazy Racers,,0.16m
27,F-Zero: GP Legend,,0.16m
28,Mr. Driller 2,,0.16m
29,Power Rangers Double Pack,,0.16m
30,MX 2002 Featuring Ricky Carmichael,,0.16m
31,He-Man: Power of Grayskull,,0.16m
32,Mat Hoffman's Pro BMX 2,,0.16m
33,Digimon Battle Spirit 2,,0.15m
34,Cartoon Network Collection: Game Boy Advance Video Special Edition,,0.15m
35,The Fairly Odd Parents: Clash with the Anti-World,,0.15m
36,Prince of Persia: The Sands of Time,,0.15m
37,Pokémon: Johto Photo Finish: Game Boy Advance Video,,0.15m
38,Spongebob Squarepants / Fairly Odd Parents Double Pack,,0.15m
39,All-Star Baseball 2003,,0.15m
40,Strawberry Shortcake: Game Boy Advance Video Volume 1,,0.15m
41,Street Fighter Alpha 3,,0.15m
42,Power Pro Kun Pocket 1+2,,0.15m
43,Medal of Honor: Infiltrator,,0.15m
44,Barbie Superpack: Secret Agent / Groovy Games,,0.15m
45,Sonic Advance & Sonic Pinball Party Combo Pack,,0.15m
46,Boktai: The Sun is in Your Hand,,0.15m
47,Elf: The Movie,,0.15m
48,Tennis no Oji-Sama: Aim at The Victory!,,0.14m
49,Rayman 3,,0.14m
0,Klonoa: Empire of Dreams,,0.14m
1,Shrek 2 and Shark Tale 2-in-1 Pack,,0.14m
2,Doom,,0.14m
3,Shonen Jump's Shaman King: Master of Spirits,,0.14m
4,Zapper: One Wicked Cricket!,,0.14m
5,Gyakuten Saiban 2,,0.14m
6,Jim Henson's the Muppets: On With the Show!,,0.14m
7,Tim Burton's The Nightmare Before Christmas: The Pumpkin King,,0.14m
8,Star Wars: Jedi Power Battles,,0.14m
9,Shining Soul,,0.14m
10,Fear Factor: Unleashed,,0.14m
11,LEGO Island Xtreme Stunts,,0.14m
12,Hot Wheels: World Race,,0.14m
13,Tomb Raider: The Prophecy,,0.14m
14,Gyakuten Saiban 2,,0.14m
15,Disney's Cinderella: Magical Dreams,,0.14m
16,James Bond 007: Nightfire,,0.13m
17,Bratz,,0.13m
18,Baseball Advance,,0.13m
19,Paperboy / Rampage,,0.13m
20,WWE Survivor Series,,0.13m
21,Disney's Winnie the Pooh's Rumbly Tumbly Adventure,,0.13m
22,Fire ProWrestling,,0.13m
23,Digimon Racing,,0.13m
24,Iridion II,,0.13m
25,Walt Disney Pictures Presents: The Wild,,0.13m
26,Ty the Tasmanian Tiger 2: Bush Rescue,,0.13m
27,Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,,0.13m
28,Derby Stallion Advance,,0.13m
29,Snood,,0.13m
30,Classic NES Series: Dr. Mario,,0.13m
31,Kelly Slater's Pro Surfer,,0.13m
32,Monster Truck Madness,,0.12m
33,Disney's Atlantis: The Lost Empire,,0.12m
34,Classic NES Series: Xevious,,0.12m
35,Galidor: Defenders of the Outer Dimension,,0.12m
36,NHL 2002,,0.12m
37,Tales of the World: Narikiri Dungeon 3,0.12m,
38,SSX 3,,0.12m
39,2 Games in 1 Double Pack: Hot Wheels Velocity X / Hot Wheels World Race,,0.12m
40,Crash Superpack: Crash Bandicoot 2: N-Tranced / Crash Nitro Kart,,0.12m
41,Famicom Mini: TwinBee,,0.12m
42,Ultimate Card Games,,0.12m
43,The Bible Game,,0.12m
44,"Ed, Edd n Eddy: The Mis-Edventures",,0.12m
45,Turok: Evolution,,0.12m
46,GT Advance 2: Rally Racing,,0.11m
47,Classic NES Series: Bomberman,,0.11m
48,Phantasy Star Collection,,0.11m
49,LEGO Knights' Kingdom,,0.11m
0,NBA Jam 2002,,0.11m
1,Tom Clancy's Rainbow Six: Rogue Spear,,0.11m
2,Mega Man Battle Chip Challenge,,0.11m
3,Sabrina The Teenage Witch: Potion Commotion,,0.11m
4,Yu Yu Hakusho: Tournament Tactics,,0.11m
5,Disney's Peter Pan: Return to Never Land,,0.11m
6,Contra Advance: The Alien Wars EX,,0.11m
7,XXX,,0.11m
8,Pac-Man World 2,,0.11m
9,Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,,0.11m
10,Lady Sia,,0.11m
11,Dynasty Warriors Advance,,0.11m
12,Mega Man Zero 4,,0.11m
13,Disney Channel Collection Vol. 1,,0.11m
14,Space Invaders,,0.11m
15,SimCity 2000,,0.11m
16,Banjo-Pilot,,0.10m
17,Road Rash: Jailbreak,,0.10m
18,Riviera: The Promised Land,,0.10m
19,Top Gun: Combat Zones,,0.10m
20,Monster Jam: Maximum Destruction,,0.10m
21,Van Helsing,,0.10m
22,L'Aigle de Guerre,,0.10m
23,Tales of the World: Summoner's Lineage,0.10m,
24,Disney's The Jungle Book,,0.10m
25,Tom Clancy's Splinter Cell,,0.10m
26,Famicom Mini: Famicom Tantei Club Part II - Ushiro ni Tatsu Shoujo Zenkouhen,,0.10m
27,Famicom Mini: Mappy,,0.10m
28,Classic NES Series: Excitebike,,0.10m
29,Ultimate Muscle - The Kinnikuman Legacy: The Path of the Superhero,,0.10m
30,Castlevania Double Pack,,0.10m
31,Ballistic: Ecks vs. Sever,,0.10m
32,Altered Beast: Guardian of the Realms,,0.09m
33,Barbie and the Magic of Pegasus,,0.09m
34,The Revenge of Shinobi,,0.09m
35,Cabela's Big Game Hunter,,0.09m
36,Bomberman Max 2: Blue Advance,,0.09m
37,Top Gun: Firestorm Advance,,0.09m
38,Astro Boy: Omega Factor,,0.09m
39,2-in-1 Game Pack: Spider-Man & Spider-Man 2,,0.09m
40,Super Puzzle Fighter II,,0.09m
41,Bionicle,,0.09m
42,LEGO Star Wars II: The Original Trilogy,,0.09m
43,Top Gear Rally,,0.09m
44,Famicom Mini: Makaimura,,0.09m
45,ChuChu Rocket!,,0.09m
46,Monster House,,0.09m
47,Famicom Mini: Famicom Mukashi Banashi - Shin Oniga Shima Zenkouhen,,0.08m
48,Famicom Mini: Mario Bros.,,0.08m
49,Rescue Heroes: Billy Blazes,,0.08m
0,RockMan EXE 4.5 Real Operation,,0.08m
1,SeaWorld Adventure Parks: Shamu's Deep Sea Adventure,,0.08m
2,Zoids: Legacy,,0.08m
3,Onimusha Tactics,,0.08m
4,Ultimate Brain Games,,0.08m
5,Gundam Seed: Battle Assault,,0.08m
6,Famicom Mini: Adventure Island,,0.08m
7,Shining Force: Resurrection of the Dark Dragon,,0.08m
8,Shining Soul II,,0.08m
9,Metal Slug Advance,,0.08m
10,Gradius Galaxies,,0.08m
11,Board Game Classics,,0.08m
12,FIFA Soccer 2005,,0.08m
13,Pinobee: Wings of Adventure,,0.08m
14,The King of Fighters EX2: Howling Blood,,0.08m
15,Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,,0.08m
16,Famicom Mini: Star Soldier,,0.08m
17,Cartoon Network Collection: Game Boy Advance Video Volume 2,,0.08m
18,Boxing Fever,,0.08m
19,Pocket Dogs,,0.08m
20,LEGO Soccer Mania,,0.08m
21,GT Advance 3: Pro Concept Racing,,0.08m
22,Dragon Ball Z: The Legacy of Goku I & II,,0.08m
23,Codename: Kids Next Door: Operation S.O.D.A.,,0.08m
24,Medal of Honor: Underground,,0.08m
